combo,se,sp,uhr,eff,n,dataset_id,beta_py,se_py,beta_r,se_r,abs_beta_diff,abs_se_diff
0,1.0,1.0,1.0,1.0,5000,30,-0.0104202574134365,0.040126845774429,-0.0104202574134361,0.0401119243662996,4.0072112295064244e-16,1.4921408129399405e-05
0,1.0,1.0,1.0,1.0,5000,31,-0.0570418215344219,0.0398156703910386,-0.0570418215334628,0.0396162941220756,9.59100854291961e-13,0.00019937626896299881
0,1.0,1.0,1.0,1.0,5000,32,-0.0266180532385676,0.0404196114404071,-0.0266184262194862,0.0405489270627662,3.7298091860177296e-07,0.00012931562235909966
0,1.0,1.0,1.0,1.0,5000,33,-0.0560789294979845,0.0393229497208685,-0.0560789294975287,0.0394932577935358,4.55802062759858e-13,0.0001703080726673037
0,1.0,1.0,1.0,1.0,5000,34,-0.000519263956749,0.0394471477400765,-0.0005192639567489,0.0393961641827928,9.996344030316351e-17,5.0983557283702796e-05
0,1.0,1.0,1.0,1.0,5000,35,-0.0517659101484798,0.0401572713292195,-0.0517659101480675,0.0398970908847608,4.123021368762636e-13,0.00026018044445869776
0,1.0,1.0,1.0,1.0,5000,36,-0.0648916937861786,0.0397117201142395,-0.0648916937853544,0.0397161275414361,8.241879401182928e-13,4.40742719660242e-06
0,1.0,1.0,1.0,1.0,5000,37,-0.034582022922815,0.0399358821390513,-0.0345820229227768,0.040017413626124,3.819861094100929e-14,8.153148707270436e-05
0,1.0,1.0,1.0,1.0,5000,38,-0.0365670875385343,0.0400522990354128,-0.036567087538524,0.0401903532565762,1.0297318553398327e-14,0.0001380542211634056
0,1.0,1.0,1.0,1.0,5000,39,-0.0194864114883203,0.039803638400424,-0.0194858716020692,0.0398975985645562,5.398862511010738e-07,9.396016413219799e-05
0,1.0,1.0,1.0,1.0,5000,40,0.0067677700206792,0.0397107577103416,0.0067677700206771,0.0398119290291397,2.099882767669925e-15,0.0001011713187981031
0,1.0,1.0,1.0,1.0,5000,41,0.0697364511578973,0.0397230675378124,0.0697364511525618,0.0396959684936844,5.3354959339557695e-12,2.7099044128002514e-05
0,1.0,1.0,1.0,1.0,5000,42,0.0734798210474228,0.0397271786532875,0.0734800486442836,0.0399913218490558,2.275968608023149e-07,0.0002641431957682988
0,1.0,1.0,1.0,1.0,5000,43,0.0090883844311869,0.0404488459360259,0.0090883844311987,0.0404047282412635,1.1799589083594242e-14,4.4117694762396686e-05
0,1.0,1.0,1.0,1.0,5000,44,-0.0283046684820005,0.0400744457749153,-0.0283046684813622,0.0400055156966394,6.382984418795701e-13,6.893007827590142e-05
0,1.0,1.0,1.0,1.0,5000,45,0.0199533648591865,0.0394855312597266,0.019953364859044,0.0394481657137401,1.425005946575908e-13,3.736554598649661e-05
0,1.0,1.0,1.0,1.0,5000,46,0.0499792170031211,0.0399181345869901,0.0499792170026193,0.0395991468781668,5.01799990448859e-13,0.00031898770882330535
0,1.0,1.0,1.0,1.0,5000,47,0.0340140226660255,0.0391378781381336,0.0340140226652545,0.0388984609338957,7.7099437945094e-13,0.00023941720423790308
0,1.0,1.0,1.0,1.0,5000,48,0.1362924815906064,0.0396799921878352,0.136293073527297,0.0397691704404191,5.919366906081969e-07,8.917825258389356e-05
0,1.0,1.0,1.0,1.0,5000,49,0.0050362970416177,0.0401212819723618,0.0050362970416249,0.0403779317207607,7.199969787041738e-15,0.00025664974839890303
1,1.0,1.0,1.0,0.85,5000,0,-0.1383999991274591,0.0411206056653254,-0.138399998860479,0.0409183311897928,2.669801046906173e-10,0.0002022744755326017
1,1.0,1.0,1.0,0.85,5000,1,-0.1454710971303392,0.041206990716364,-0.145471097130339,0.0411555372461749,1.942890293094024e-16,5.1453470189102846e-05
1,1.0,1.0,1.0,0.85,5000,2,-0.130749265323824,0.0406041307602076,-0.130749265248396,0.0406042607703405,7.542799718152082e-11,1.3001013290242502e-07
1,1.0,1.0,1.0,0.85,5000,3,-0.1963450581647972,0.040648600738919,-0.196345058164798,0.0405973085613536,8.049116928532385e-16,5.1292177565401276e-05
1,1.0,1.0,1.0,0.85,5000,4,-0.2085508939822066,0.0404189762328109,-0.208550893982207,0.0403928916191984,3.885780586188048e-16,2.6084613612496754e-05
1,1.0,1.0,1.0,0.85,5000,5,-0.2051007189615457,0.0407899174948074,-0.205100718961546,0.0406524651827241,3.0531133177191805e-16,0.0001374523120832999
1,1.0,1.0,1.0,0.85,5000,6,-0.1700579514811006,0.0407145916502672,-0.170057951481101,0.0406347734666668,4.163336342344337e-16,7.98181836004011e-05
1,1.0,1.0,1.0,0.85,5000,7,-0.1532767814470633,0.0411971272027508,-0.153276891290626,0.0410849805903266,1.0984356269005957e-07,0.0001121466124242021
1,1.0,1.0,1.0,0.85,5000,8,-0.1240983808198371,0.0405308324080477,-0.124098380575981,0.0404669769566599,2.4385610197796836e-10,6.385545138780369e-05
1,1.0,1.0,1.0,0.85,5000,9,-0.1332964640729222,0.0404029076216538,-0.133296464072922,0.0404427143497446,1.942890293094024e-16,3.9806728090799326e-05
1,1.0,1.0,1.0,0.85,5000,10,-0.1722789584729799,0.0403482863028561,-0.17227895847298,0.040108129049278,1.1102230246251565e-16,0.00024015725357810075
1,1.0,1.0,1.0,0.85,5000,11,-0.1368349996695631,0.040790574926501,-0.136834999552652,0.040776156518442,1.169111196741568e-10,1.4418408058998466e-05
